name	method	total	shared	archaic	region
S_Pathan-2	admixfrog	868.0	749.0	DEN	SouthAsia
S_Pathan-2	hmmix	4179.0	749.0	DEN	SouthAsia
S_Pathan-2	admixfrog	53211.0	34723.0	NEA	SouthAsia
S_Pathan-2	hmmix	58070.0	34723.0	NEA	SouthAsia
S_Pathan-2	admixfrog	54079.0	35600.0	BOTH	SouthAsia
S_Pathan-2	hmmix	65728.0	35600.0	BOTH	SouthAsia
S_Piapoco-1	admixfrog	1015.0	877.0	DEN	America
S_Piapoco-1	hmmix	6431.0	877.0	DEN	America
S_Piapoco-1	admixfrog	55834.0	41585.0	NEA	America
S_Piapoco-1	hmmix	65447.0	41585.0	NEA	America
S_Piapoco-1	admixfrog	56849.0	42695.0	BOTH	America
S_Piapoco-1	hmmix	74302.0	42695.0	BOTH	America
S_Piapoco-2	admixfrog	1548.0	1417.0	DEN	America
S_Piapoco-2	hmmix	5354.0	1417.0	DEN	America
S_Piapoco-2	admixfrog	57873.0	43621.0	NEA	America
S_Piapoco-2	hmmix	69068.0	43621.0	NEA	America
S_Piapoco-2	admixfrog	59421.0	45290.0	BOTH	America
S_Piapoco-2	hmmix	77556.0	45290.0	BOTH	America
S_Relli-1	admixfrog	2899.0	2029.0	DEN	SouthAsia
S_Relli-1	hmmix	9557.0	2029.0	DEN	SouthAsia
S_Relli-1	admixfrog	69322.0	41082.0	NEA	SouthAsia
S_Relli-1	hmmix	66070.0	41082.0	NEA	SouthAsia
S_Relli-1	admixfrog	72221.0	43331.0	BOTH	SouthAsia
S_Relli-1	hmmix	78590.0	43331.0	BOTH	SouthAsia
S_Relli-2	admixfrog	1603.0	1464.0	DEN	SouthAsia
S_Relli-2	hmmix	7926.0	1464.0	DEN	SouthAsia
S_Relli-2	admixfrog	58719.0	41244.0	NEA	SouthAsia
S_Relli-2	hmmix	65164.0	41244.0	NEA	SouthAsia
S_Relli-2	admixfrog	60322.0	42991.0	BOTH	SouthAsia
S_Relli-2	hmmix	75272.0	42991.0	BOTH	SouthAsia
S_Saami-1	admixfrog	440.0	373.0	DEN	WestEurasia
S_Saami-1	hmmix	3701.0	373.0	DEN	WestEurasia
S_Saami-1	admixfrog	68232.0	43642.0	NEA	WestEurasia
S_Saami-1	hmmix	64967.0	43642.0	NEA	WestEurasia
S_Saami-1	admixfrog	68672.0	44140.0	BOTH	WestEurasia
S_Saami-1	hmmix	71347.0	44140.0	BOTH	WestEurasia
S_Saami-2	admixfrog	911.0	643.0	DEN	WestEurasia
S_Saami-2	hmmix	3738.0	643.0	DEN	WestEurasia
S_Saami-2	admixfrog	75415.0	46009.0	NEA	WestEurasia
S_Saami-2	hmmix	70357.0	46009.0	NEA	WestEurasia
S_Saami-2	admixfrog	76326.0	46699.0	BOTH	WestEurasia
S_Saami-2	hmmix	77016.0	46699.0	BOTH	WestEurasia
S_Sardinian-1	admixfrog	184.0	73.0	DEN	WestEurasia
S_Sardinian-1	hmmix	2343.0	73.0	DEN	WestEurasia
S_Sardinian-1	admixfrog	68428.0	38246.0	NEA	WestEurasia
S_Sardinian-1	hmmix	60166.0	38246.0	NEA	WestEurasia
S_Sardinian-1	admixfrog	68612.0	38490.0	BOTH	WestEurasia
S_Sardinian-1	hmmix	64691.0	38490.0	BOTH	WestEurasia
S_Sardinian-2	admixfrog	0.0	0.0	DEN	WestEurasia
S_Sardinian-2	hmmix	2045.0	0.0	DEN	WestEurasia
S_Sardinian-2	admixfrog	72607.0	40164.0	NEA	WestEurasia
S_Sardinian-2	hmmix	59322.0	40164.0	NEA	WestEurasia
S_Sardinian-2	admixfrog	72607.0	40167.0	BOTH	WestEurasia
S_Sardinian-2	hmmix	63547.0	40167.0	BOTH	WestEurasia
S_She-1	admixfrog	2413.0	1947.0	DEN	EastAsia
S_She-1	hmmix	6993.0	1947.0	DEN	EastAsia
S_She-1	admixfrog	71288.0	50787.0	NEA	EastAsia
S_She-1	hmmix	77871.0	50787.0	NEA	EastAsia
S_She-1	admixfrog	73686.0	52845.0	BOTH	EastAsia
S_She-1	hmmix	88142.0	52845.0	BOTH	EastAsia
S_She-2	admixfrog	3225.0	2407.0	DEN	EastAsia
S_She-2	hmmix	7460.0	2407.0	DEN	EastAsia
S_She-2	admixfrog	68421.0	45105.0	NEA	EastAsia
S_She-2	hmmix	74073.0	45105.0	NEA	EastAsia
S_She-2	admixfrog	71651.0	47836.0	BOTH	EastAsia
S_She-2	hmmix	84263.0	47836.0	BOTH	EastAsia
S_Sindhi-1	admixfrog	410.0	367.0	DEN	SouthAsia
S_Sindhi-1	hmmix	6207.0	367.0	DEN	SouthAsia
S_Sindhi-1	admixfrog	72460.0	47442.0	NEA	SouthAsia
S_Sindhi-1	hmmix	71366.0	47442.0	NEA	SouthAsia
S_Sindhi-1	admixfrog	72870.0	47990.0	BOTH	SouthAsia
S_Sindhi-1	hmmix	80651.0	47990.0	BOTH	SouthAsia
S_Sindhi-2	admixfrog	1857.0	1500.0	DEN	SouthAsia
S_Sindhi-2	hmmix	6294.0	1500.0	DEN	SouthAsia
S_Sindhi-2	admixfrog	51605.0	36225.0	NEA	SouthAsia
S_Sindhi-2	hmmix	59186.0	36225.0	NEA	SouthAsia
S_Sindhi-2	admixfrog	53462.0	37914.0	BOTH	SouthAsia
S_Sindhi-2	hmmix	68313.0	37914.0	BOTH	SouthAsia
S_Spanish-1	admixfrog	301.0	247.0	DEN	WestEurasia
S_Spanish-1	hmmix	2786.0	247.0	DEN	WestEurasia
S_Spanish-1	admixfrog	56965.0	33912.0	NEA	WestEurasia
S_Spanish-1	hmmix	54095.0	33912.0	NEA	WestEurasia
S_Spanish-1	admixfrog	57266.0	34162.0	BOTH	WestEurasia
S_Spanish-1	hmmix	60203.0	34162.0	BOTH	WestEurasia
S_Spanish-2	admixfrog	72.0	0.0	DEN	WestEurasia
S_Spanish-2	hmmix	3496.0	0.0	DEN	WestEurasia
S_Spanish-2	admixfrog	47778.0	28089.0	NEA	WestEurasia
S_Spanish-2	hmmix	48990.0	28089.0	NEA	WestEurasia
S_Spanish-2	admixfrog	47850.0	28327.0	BOTH	WestEurasia
S_Spanish-2	hmmix	55817.0	28327.0	BOTH	WestEurasia
S_Surui-1	admixfrog	1070.0	1009.0	DEN	America
S_Surui-1	hmmix	4694.0	1009.0	DEN	America
S_Surui-1	admixfrog	53347.0	40195.0	NEA	America
S_Surui-1	hmmix	64255.0	40195.0	NEA	America
S_Surui-1	admixfrog	54417.0	41209.0	BOTH	America
S_Surui-1	hmmix	71924.0	41209.0	BOTH	America
S_Surui-2	admixfrog	563.0	555.0	DEN	America
S_Surui-2	hmmix	4986.0	555.0	DEN	America
S_Surui-2	admixfrog	57610.0	43056.0	NEA	America
S_Surui-2	hmmix	68964.0	43056.0	NEA	America
S_Surui-2	admixfrog	58173.0	43766.0	BOTH	America
S_Surui-2	hmmix	75880.0	43766.0	BOTH	America
S_Tajik-1	admixfrog	529.0	411.0	DEN	WestEurasia
S_Tajik-1	hmmix	4776.0	411.0	DEN	WestEurasia
S_Tajik-1	admixfrog	51349.0	30851.0	NEA	WestEurasia
S_Tajik-1	hmmix	51442.0	30851.0	NEA	WestEurasia
S_Tajik-1	admixfrog	51878.0	31610.0	BOTH	WestEurasia
S_Tajik-1	hmmix	59654.0	31610.0	BOTH	WestEurasia
S_Tajik-2	admixfrog	347.0	230.0	DEN	WestEurasia
S_Tajik-2	hmmix	3173.0	230.0	DEN	WestEurasia
S_Tajik-2	admixfrog	56681.0	37521.0	NEA	WestEurasia
S_Tajik-2	hmmix	62145.0	37521.0	NEA	WestEurasia
S_Tajik-2	admixfrog	57028.0	37816.0	BOTH	WestEurasia
S_Tajik-2	hmmix	68937.0	37816.0	BOTH	WestEurasia
S_Thai-1	admixfrog	890.0	880.0	DEN	EastAsia
S_Thai-1	hmmix	7384.0	880.0	DEN	EastAsia
S_Thai-1	admixfrog	75924.0	58020.0	NEA	EastAsia
S_Thai-1	hmmix	86108.0	58020.0	NEA	EastAsia
S_Thai-1	admixfrog	76814.0	58943.0	BOTH	EastAsia
S_Thai-1	hmmix	97528.0	58943.0	BOTH	EastAsia
S_Thai-2	admixfrog	1659.0	1418.0	DEN	EastAsia
S_Thai-2	hmmix	6362.0	1418.0	DEN	EastAsia
S_Thai-2	admixfrog	64899.0	48057.0	NEA	EastAsia
S_Thai-2	hmmix	74700.0	48057.0	NEA	EastAsia
S_Thai-2	admixfrog	66558.0	49553.0	BOTH	EastAsia
S_Thai-2	hmmix	84576.0	49553.0	BOTH	EastAsia
S_Tlingit-1	admixfrog	585.0	453.0	DEN	CentralAsiaSiberia
S_Tlingit-1	hmmix	4515.0	453.0	DEN	CentralAsiaSiberia
S_Tlingit-1	admixfrog	59236.0	39872.0	NEA	CentralAsiaSiberia
S_Tlingit-1	hmmix	62120.0	39872.0	NEA	CentralAsiaSiberia
S_Tlingit-1	admixfrog	59766.0	40522.0	BOTH	CentralAsiaSiberia
S_Tlingit-1	hmmix	70181.0	40522.0	BOTH	CentralAsiaSiberia
S_Tlingit-2	admixfrog	569.0	569.0	DEN	CentralAsiaSiberia
S_Tlingit-2	hmmix	4885.0	569.0	DEN	CentralAsiaSiberia
S_Tlingit-2	admixfrog	71415.0	50156.0	NEA	CentralAsiaSiberia
S_Tlingit-2	hmmix	75515.0	50156.0	NEA	CentralAsiaSiberia
S_Tlingit-2	admixfrog	71877.0	50870.0	BOTH	CentralAsiaSiberia
S_Tlingit-2	hmmix	83364.0	50870.0	BOTH	CentralAsiaSiberia
S_Tu-1	admixfrog	748.0	614.0	DEN	EastAsia
S_Tu-1	hmmix	6621.0	614.0	DEN	EastAsia
S_Tu-1	admixfrog	68340.0	52131.0	NEA	EastAsia
S_Tu-1	hmmix	78991.0	52131.0	NEA	EastAsia
S_Tu-1	admixfrog	69088.0	52986.0	BOTH	EastAsia
S_Tu-1	hmmix	88634.0	52986.0	BOTH	EastAsia
S_Tu-2	admixfrog	2349.0	1825.0	DEN	EastAsia
S_Tu-2	hmmix	6600.0	1825.0	DEN	EastAsia
S_Tu-2	admixfrog	76707.0	56492.0	NEA	EastAsia
S_Tu-2	hmmix	83664.0	56492.0	NEA	EastAsia
S_Tu-2	admixfrog	79056.0	58536.0	BOTH	EastAsia
S_Tu-2	hmmix	92761.0	58536.0	BOTH	EastAsia
S_Tubalar-1	admixfrog	2006.0	1692.0	DEN	CentralAsiaSiberia
S_Tubalar-1	hmmix	5418.0	1692.0	DEN	CentralAsiaSiberia
S_Tubalar-1	admixfrog	64514.0	47437.0	NEA	CentralAsiaSiberia
S_Tubalar-1	hmmix	74276.0	47437.0	NEA	CentralAsiaSiberia
S_Tubalar-1	admixfrog	66520.0	49519.0	BOTH	CentralAsiaSiberia
S_Tubalar-1	hmmix	82534.0	49519.0	BOTH	CentralAsiaSiberia
S_Tubalar-2	admixfrog	2105.0	1691.0	DEN	CentralAsiaSiberia
S_Tubalar-2	hmmix	6574.0	1691.0	DEN	CentralAsiaSiberia
S_Tubalar-2	admixfrog	74214.0	51251.0	NEA	CentralAsiaSiberia
S_Tubalar-2	hmmix	78940.0	51251.0	NEA	CentralAsiaSiberia
S_Tubalar-2	admixfrog	76319.0	53351.0	BOTH	CentralAsiaSiberia
S_Tubalar-2	hmmix	89000.0	53351.0	BOTH	CentralAsiaSiberia
S_Tujia-1	admixfrog	3450.0	3145.0	DEN	EastAsia
S_Tujia-1	hmmix	7772.0	3145.0	DEN	EastAsia
S_Tujia-1	admixfrog	71997.0	55473.0	NEA	EastAsia
S_Tujia-1	hmmix	80488.0	55473.0	NEA	EastAsia
S_Tujia-1	admixfrog	75447.0	58939.0	BOTH	EastAsia
S_Tujia-1	hmmix	93076.0	58939.0	BOTH	EastAsia
S_Tujia-2	admixfrog	3405.0	2947.0	DEN	EastAsia
S_Tujia-2	hmmix	8569.0	2947.0	DEN	EastAsia
S_Tujia-2	admixfrog	61255.0	45141.0	NEA	EastAsia
S_Tujia-2	hmmix	67501.0	45141.0	NEA	EastAsia
S_Tujia-2	admixfrog	64659.0	48266.0	BOTH	EastAsia
S_Tujia-2	hmmix	78530.0	48266.0	BOTH	EastAsia
S_Turkish-1	admixfrog	253.0	253.0	DEN	WestEurasia
S_Turkish-1	hmmix	3509.0	253.0	DEN	WestEurasia
S_Turkish-1	admixfrog	54227.0	35445.0	NEA	WestEurasia
S_Turkish-1	hmmix	54697.0	35445.0	NEA	WestEurasia
S_Turkish-1	admixfrog	54480.0	35941.0	BOTH	WestEurasia
S_Turkish-1	hmmix	61551.0	35941.0	BOTH	WestEurasia
S_Turkish-2	admixfrog	169.0	169.0	DEN	WestEurasia
S_Turkish-2	hmmix	3314.0	169.0	DEN	WestEurasia
S_Turkish-2	admixfrog	51504.0	32689.0	NEA	WestEurasia
S_Turkish-2	hmmix	52857.0	32689.0	NEA	WestEurasia
S_Turkish-2	admixfrog	51673.0	32924.0	BOTH	WestEurasia
S_Turkish-2	hmmix	59177.0	32924.0	BOTH	WestEurasia
S_Tuscan-1	admixfrog	100.0	100.0	DEN	WestEurasia
S_Tuscan-1	hmmix	2160.0	100.0	DEN	WestEurasia
S_Tuscan-1	admixfrog	59128.0	35734.0	NEA	WestEurasia
S_Tuscan-1	hmmix	54110.0	35734.0	NEA	WestEurasia
S_Tuscan-1	admixfrog	59228.0	35860.0	BOTH	WestEurasia
S_Tuscan-1	hmmix	59020.0	35860.0	BOTH	WestEurasia
S_Tuscan-2	admixfrog	376.0	360.0	DEN	WestEurasia
S_Tuscan-2	hmmix	1824.0	360.0	DEN	WestEurasia
S_Tuscan-2	admixfrog	59511.0	35243.0	NEA	WestEurasia
S_Tuscan-2	hmmix	52159.0	35243.0	NEA	WestEurasia
S_Tuscan-2	admixfrog	59887.0	35790.0	BOTH	WestEurasia
S_Tuscan-2	hmmix	56313.0	35790.0	BOTH	WestEurasia
S_Ulchi-1	admixfrog	2049.0	1743.0	DEN	CentralAsiaSiberia
S_Ulchi-1	hmmix	7453.0	1743.0	DEN	CentralAsiaSiberia
S_Ulchi-1	admixfrog	76444.0	60009.0	NEA	CentralAsiaSiberia
S_Ulchi-1	hmmix	89891.0	60009.0	NEA	CentralAsiaSiberia
S_Ulchi-1	admixfrog	78511.0	61938.0	BOTH	CentralAsiaSiberia
S_Ulchi-1	hmmix	100485.0	61938.0	BOTH	CentralAsiaSiberia
S_Ulchi-2	admixfrog	1396.0	1260.0	DEN	CentralAsiaSiberia
S_Ulchi-2	hmmix	7610.0	1260.0	DEN	CentralAsiaSiberia
S_Ulchi-2	admixfrog	64846.0	49347.0	NEA	CentralAsiaSiberia
S_Ulchi-2	hmmix	76672.0	49347.0	NEA	CentralAsiaSiberia
S_Ulchi-2	admixfrog	66241.0	50876.0	BOTH	CentralAsiaSiberia
S_Ulchi-2	hmmix	86501.0	50876.0	BOTH	CentralAsiaSiberia
S_Uygur-1	admixfrog	1714.0	1016.0	DEN	EastAsia
S_Uygur-1	hmmix	4641.0	1016.0	DEN	EastAsia
S_Uygur-1	admixfrog	58779.0	42187.0	NEA	EastAsia
S_Uygur-1	hmmix	65332.0	42187.0	NEA	EastAsia
S_Uygur-1	admixfrog	60564.0	43937.0	BOTH	EastAsia
S_Uygur-1	hmmix	71992.0	43937.0	BOTH	EastAsia
S_Uygur-2	admixfrog	1557.0	1469.0	DEN	EastAsia
S_Uygur-2	hmmix	6090.0	1469.0	DEN	EastAsia
S_Uygur-2	admixfrog	60559.0	43435.0	NEA	EastAsia
S_Uygur-2	hmmix	69233.0	43435.0	NEA	EastAsia
S_Uygur-2	admixfrog	62116.0	45014.0	BOTH	EastAsia
S_Uygur-2	hmmix	77936.0	45014.0	BOTH	EastAsia
S_Xibo-1	admixfrog	1801.0	1756.0	DEN	EastAsia
S_Xibo-1	hmmix	6454.0	1756.0	DEN	EastAsia
S_Xibo-1	admixfrog	69618.0	51023.0	NEA	EastAsia
S_Xibo-1	hmmix	78960.0	51023.0	NEA	EastAsia
S_Xibo-1	admixfrog	71418.0	53326.0	BOTH	EastAsia
S_Xibo-1	hmmix	88999.0	53326.0	BOTH	EastAsia
S_Xibo-2	admixfrog	2052.0	1887.0	DEN	EastAsia
S_Xibo-2	hmmix	6912.0	1887.0	DEN	EastAsia
S_Xibo-2	admixfrog	66843.0	51159.0	NEA	EastAsia
S_Xibo-2	hmmix	76886.0	51159.0	NEA	EastAsia
S_Xibo-2	admixfrog	68895.0	53168.0	BOTH	EastAsia
S_Xibo-2	hmmix	86587.0	53168.0	BOTH	EastAsia
S_Yadava-1	admixfrog	1536.0	1092.0	DEN	SouthAsia
S_Yadava-1	hmmix	7529.0	1092.0	DEN	SouthAsia
S_Yadava-1	admixfrog	58030.0	42260.0	NEA	SouthAsia
S_Yadava-1	hmmix	70642.0	42260.0	NEA	SouthAsia
S_Yadava-1	admixfrog	59578.0	43653.0	BOTH	SouthAsia
S_Yadava-1	hmmix	81675.0	43653.0	BOTH	SouthAsia
S_Yadava-2	admixfrog	1980.0	1880.0	DEN	SouthAsia
S_Yadava-2	hmmix	8320.0	1880.0	DEN	SouthAsia
S_Yadava-2	admixfrog	57611.0	41715.0	NEA	SouthAsia
S_Yadava-2	hmmix	66773.0	41715.0	NEA	SouthAsia
S_Yadava-2	admixfrog	59591.0	43632.0	BOTH	SouthAsia
S_Yadava-2	hmmix	78244.0	43632.0	BOTH	SouthAsia
S_Yakut-1	admixfrog	2018.0	1432.0	DEN	CentralAsiaSiberia
S_Yakut-1	hmmix	5345.0	1432.0	DEN	CentralAsiaSiberia
S_Yakut-1	admixfrog	80504.0	56257.0	NEA	CentralAsiaSiberia
S_Yakut-1	hmmix	82267.0	56257.0	NEA	CentralAsiaSiberia
S_Yakut-1	admixfrog	82522.0	57873.0	BOTH	CentralAsiaSiberia
S_Yakut-1	hmmix	90907.0	57873.0	BOTH	CentralAsiaSiberia
S_Yakut-2	admixfrog	2928.0	2669.0	DEN	CentralAsiaSiberia
S_Yakut-2	hmmix	8294.0	2669.0	DEN	CentralAsiaSiberia
S_Yakut-2	admixfrog	67545.0	50356.0	NEA	CentralAsiaSiberia
S_Yakut-2	hmmix	77546.0	50356.0	NEA	CentralAsiaSiberia
S_Yakut-2	admixfrog	70473.0	53186.0	BOTH	CentralAsiaSiberia
S_Yakut-2	hmmix	88679.0	53186.0	BOTH	CentralAsiaSiberia
S_Yemenite_Jew-1	admixfrog	13.0	13.0	DEN	WestEurasia
S_Yemenite_Jew-1	hmmix	3921.0	13.0	DEN	WestEurasia
S_Yemenite_Jew-1	admixfrog	43916.0	28068.0	NEA	WestEurasia
S_Yemenite_Jew-1	hmmix	46505.0	28068.0	NEA	WestEurasia
S_Yemenite_Jew-1	admixfrog	43929.0	28157.0	BOTH	WestEurasia
S_Yemenite_Jew-1	hmmix	53933.0	28157.0	BOTH	WestEurasia
S_Yemenite_Jew-2	admixfrog	81.0	81.0	DEN	WestEurasia
S_Yemenite_Jew-2	hmmix	2909.0	81.0	DEN	WestEurasia
S_Yemenite_Jew-2	admixfrog	49533.0	31875.0	NEA	WestEurasia
S_Yemenite_Jew-2	hmmix	52715.0	31875.0	NEA	WestEurasia
S_Yemenite_Jew-2	admixfrog	49614.0	32005.0	BOTH	WestEurasia
S_Yemenite_Jew-2	hmmix	58427.0	32005.0	BOTH	WestEurasia
S_Yi-1	admixfrog	2383.0	1984.0	DEN	EastAsia
S_Yi-1	hmmix	6031.0	1984.0	DEN	EastAsia
S_Yi-1	admixfrog	64193.0	45961.0	NEA	EastAsia
S_Yi-1	hmmix	68698.0	45961.0	NEA	EastAsia
S_Yi-1	admixfrog	66579.0	48568.0	BOTH	EastAsia
S_Yi-1	hmmix	77981.0	48568.0	BOTH	EastAsia
S_Yi-2	admixfrog	2967.0	2555.0	DEN	EastAsia
S_Yi-2	hmmix	6715.0	2555.0	DEN	EastAsia
S_Yi-2	admixfrog	69658.0	52731.0	NEA	EastAsia
S_Yi-2	hmmix	78761.0	52731.0	NEA	EastAsia
S_Yi-2	admixfrog	72624.0	55647.0	BOTH	EastAsia
S_Yi-2	hmmix	87895.0	55647.0	BOTH	EastAsia
S_Zapotec-1	admixfrog	1049.0	716.0	DEN	America
S_Zapotec-1	hmmix	5904.0	716.0	DEN	America
S_Zapotec-1	admixfrog	61440.0	47164.0	NEA	America
S_Zapotec-1	hmmix	73925.0	47164.0	NEA	America
S_Zapotec-1	admixfrog	62489.0	48122.0	BOTH	America
S_Zapotec-1	hmmix	83478.0	48122.0	BOTH	America
S_Zapotec-2	admixfrog	1450.0	1363.0	DEN	America
S_Zapotec-2	hmmix	6254.0	1363.0	DEN	America
S_Zapotec-2	admixfrog	62012.0	47936.0	NEA	America
S_Zapotec-2	hmmix	74625.0	47936.0	NEA	America
S_Zapotec-2	admixfrog	63462.0	49386.0	BOTH	America
S_Zapotec-2	hmmix	85118.0	49386.0	BOTH	America
S_Dai-1	admixfrog	2447.0	1889.0	DEN	EastAsia
S_Dai-1	hmmix	7949.0	1889.0	DEN	EastAsia
S_Dai-1	admixfrog	70772.0	49779.0	NEA	EastAsia
S_Dai-1	hmmix	76142.0	49779.0	NEA	EastAsia
S_Dai-1	admixfrog	73219.0	51770.0	BOTH	EastAsia
S_Dai-1	hmmix	86577.0	51770.0	BOTH	EastAsia
S_Dai-2	admixfrog	3123.0	2855.0	DEN	EastAsia
S_Dai-2	hmmix	7227.0	2855.0	DEN	EastAsia
S_Dai-2	admixfrog	63819.0	49001.0	NEA	EastAsia
S_Dai-2	hmmix	74154.0	49001.0	NEA	EastAsia
S_Dai-2	admixfrog	66942.0	52250.0	BOTH	EastAsia
S_Dai-2	hmmix	84550.0	52250.0	BOTH	EastAsia
S_Dai-3	admixfrog	1700.0	1605.0	DEN	EastAsia
S_Dai-3	hmmix	7008.0	1605.0	DEN	EastAsia
S_Dai-3	admixfrog	60314.0	45974.0	NEA	EastAsia
S_Dai-3	hmmix	75362.0	45974.0	NEA	EastAsia
S_Dai-3	admixfrog	62014.0	47808.0	BOTH	EastAsia
S_Dai-3	hmmix	84824.0	47808.0	BOTH	EastAsia
S_Even-1	admixfrog	1493.0	1333.0	DEN	CentralAsiaSiberia
S_Even-1	hmmix	7826.0	1333.0	DEN	CentralAsiaSiberia
S_Even-1	admixfrog	65148.0	47782.0	NEA	CentralAsiaSiberia
S_Even-1	hmmix	74794.0	47782.0	NEA	CentralAsiaSiberia
S_Even-1	admixfrog	66648.0	49280.0	BOTH	CentralAsiaSiberia
S_Even-1	hmmix	85301.0	49280.0	BOTH	CentralAsiaSiberia
S_Even-2	admixfrog	2054.0	1704.0	DEN	CentralAsiaSiberia
S_Even-2	hmmix	7029.0	1704.0	DEN	CentralAsiaSiberia
S_Even-2	admixfrog	62291.0	47270.0	NEA	CentralAsiaSiberia
S_Even-2	hmmix	75943.0	47270.0	NEA	CentralAsiaSiberia
S_Even-2	admixfrog	64345.0	49302.0	BOTH	CentralAsiaSiberia
S_Even-2	hmmix	85809.0	49302.0	BOTH	CentralAsiaSiberia
S_Even-3	admixfrog	1381.0	1297.0	DEN	CentralAsiaSiberia
S_Even-3	hmmix	6699.0	1297.0	DEN	CentralAsiaSiberia
S_Even-3	admixfrog	64678.0	48439.0	NEA	CentralAsiaSiberia
S_Even-3	hmmix	78308.0	48439.0	NEA	CentralAsiaSiberia
S_Even-3	admixfrog	66059.0	50007.0	BOTH	CentralAsiaSiberia
S_Even-3	hmmix	88189.0	50007.0	BOTH	CentralAsiaSiberia
S_Finnish-1	admixfrog	771.0	631.0	DEN	WestEurasia
S_Finnish-1	hmmix	3868.0	631.0	DEN	WestEurasia
S_Finnish-1	admixfrog	53940.0	35075.0	NEA	WestEurasia
S_Finnish-1	hmmix	57616.0	35075.0	NEA	WestEurasia
S_Finnish-1	admixfrog	54711.0	35825.0	BOTH	WestEurasia
S_Finnish-1	hmmix	64777.0	35825.0	BOTH	WestEurasia
S_Finnish-2	admixfrog	43.0	43.0	DEN	WestEurasia
S_Finnish-2	hmmix	2642.0	43.0	DEN	WestEurasia
S_Finnish-2	admixfrog	56007.0	35707.0	NEA	WestEurasia
S_Finnish-2	hmmix	59054.0	35707.0	NEA	WestEurasia
S_Finnish-2	admixfrog	56050.0	35818.0	BOTH	WestEurasia
S_Finnish-2	hmmix	65543.0	35818.0	BOTH	WestEurasia
S_Finnish-3	admixfrog	475.0	439.0	DEN	WestEurasia
S_Finnish-3	hmmix	3844.0	439.0	DEN	WestEurasia
S_Finnish-3	admixfrog	62332.0	44160.0	NEA	WestEurasia
S_Finnish-3	hmmix	67521.0	44160.0	NEA	WestEurasia
S_Finnish-3	admixfrog	62807.0	44670.0	BOTH	WestEurasia
S_Finnish-3	hmmix	75015.0	44670.0	BOTH	WestEurasia
S_Japanese-2	admixfrog	1868.0	1618.0	DEN	EastAsia
S_Japanese-2	hmmix	6224.0	1618.0	DEN	EastAsia
S_Japanese-2	admixfrog	59530.0	43914.0	NEA	EastAsia
S_Japanese-2	hmmix	69695.0	43914.0	NEA	EastAsia
S_Japanese-2	admixfrog	61398.0	45542.0	BOTH	EastAsia
S_Japanese-2	hmmix	78418.0	45542.0	BOTH	EastAsia
S_Japanese-3	admixfrog	1554.0	1387.0	DEN	EastAsia
S_Japanese-3	hmmix	6028.0	1387.0	DEN	EastAsia
S_Japanese-3	admixfrog	63471.0	49281.0	NEA	EastAsia
S_Japanese-3	hmmix	74806.0	49281.0	NEA	EastAsia
S_Japanese-3	admixfrog	65019.0	50915.0	BOTH	EastAsia
S_Japanese-3	hmmix	84944.0	50915.0	BOTH	EastAsia
S_Jordanian-1	admixfrog	0.0	0.0	DEN	WestEurasia
S_Jordanian-1	hmmix	2206.0	0.0	DEN	WestEurasia
S_Jordanian-1	admixfrog	43158.0	24147.0	NEA	WestEurasia
S_Jordanian-1	hmmix	39387.0	24147.0	NEA	WestEurasia
S_Jordanian-1	admixfrog	43158.0	24192.0	BOTH	WestEurasia
S_Jordanian-1	hmmix	44484.0	24192.0	BOTH	WestEurasia
S_Jordanian-3	admixfrog	120.0	9.0	DEN	WestEurasia
S_Jordanian-3	hmmix	2443.0	9.0	DEN	WestEurasia
S_Jordanian-3	admixfrog	43882.0	25553.0	NEA	WestEurasia
S_Jordanian-3	hmmix	47614.0	25553.0	NEA	WestEurasia
S_Jordanian-3	admixfrog	44010.0	25690.0	BOTH	WestEurasia
S_Jordanian-3	hmmix	53319.0	25690.0	BOTH	WestEurasia
S_Naxi-1	admixfrog	3416.0	3222.0	DEN	EastAsia
S_Naxi-1	hmmix	9831.0	3222.0	DEN	EastAsia
S_Naxi-1	admixfrog	64908.0	48753.0	NEA	EastAsia
S_Naxi-1	hmmix	75505.0	48753.0	NEA	EastAsia
S_Naxi-1	admixfrog	68324.0	51980.0	BOTH	EastAsia
S_Naxi-1	hmmix	87880.0	51980.0	BOTH	EastAsia
S_Naxi-3	admixfrog	2572.0	2321.0	DEN	EastAsia
S_Naxi-3	hmmix	8409.0	2321.0	DEN	EastAsia
S_Naxi-3	admixfrog	69970.0	52539.0	NEA	EastAsia
S_Naxi-3	hmmix	81893.0	52539.0	NEA	EastAsia
S_Naxi-3	admixfrog	72472.0	55268.0	BOTH	EastAsia
S_Naxi-3	hmmix	93104.0	55268.0	BOTH	EastAsia
S_Palestinian-1	admixfrog	54.0	0.0	DEN	WestEurasia
S_Palestinian-1	hmmix	1692.0	0.0	DEN	WestEurasia
S_Palestinian-1	admixfrog	47022.0	28261.0	NEA	WestEurasia
S_Palestinian-1	hmmix	45477.0	28261.0	NEA	WestEurasia
S_Palestinian-1	admixfrog	47076.0	28361.0	BOTH	WestEurasia
S_Palestinian-1	hmmix	49898.0	28361.0	BOTH	WestEurasia
S_Palestinian-2	admixfrog	709.0	146.0	DEN	WestEurasia
